Post ID,Post creation date,Post creation time of day,Post type,Post message,Post shared link,Post caption,Post thumbnail URL,Post image URL,Link to post,Post comment text,Total post reactions,Post link clicks,Likes on posts,Shares on posts,Comments on posts,Comments on shares,Post impressions (page likers [fans] only),Post reach (page likers [fans] only)
926011594215556_2301142946702407,2022-05-25,15:49:00,photo,"Various companies form partnerships with EXPLORE for learning and development (L&D) programmes. These L&D programmes are in place to upskill employees and advance their careers. 

Lombard Insurance
Dimension Data
Woolworths Financial Services
Telkom 
FirstRand Group 

#ExploreDataScience #DataAnalytics #DataScience #DataEngineering #TechSkills #Upskill #4IR",https://www.facebook.com/explore.ai.academy/photos/a.1107078529442194/2301142946702407/?type=3,Timeline photos,https://scontent-lhr8-1.xx.fbcdn.net/v/t39.30808-6/284107346_2301142940035741_244402116048952001_n.png?stp=dst-png_p130x130&_nc_cat=100&ccb=1-7&_nc_sid=9267fe&_nc_eui2=AeFu-GzJbGS_ulo14sO-FFkQ0ZowCBM_UbrRmjAIEz9Rul6JukTCb8l2Ly9ou7k33n4&_nc_ohc=lWDBZ9psTfsAX-mz__L&_nc_ht=scontent-lhr8-1.xx&edm=AKIiGfEEAAAA&oh=00_AfCFa_QatquyXyMb8nd5Bd5lx9CxRtRitV2VnlmQPA9-gA&oe=6445FA6D,https://scontent-lhr8-1.xx.fbcdn.net/v/t39.30808-6/284107346_2301142940035741_244402116048952001_n.png?stp=dst-png_p720x720&_nc_cat=100&ccb=1-7&_nc_sid=9267fe&_nc_eui2=AeFu-GzJbGS_ulo14sO-FFkQ0ZowCBM_UbrRmjAIEz9Rul6JukTCb8l2Ly9ou7k33n4&_nc_ohc=lWDBZ9psTfsAX-mz__L&_nc_ht=scontent-lhr8-1.xx&edm=AKIiGfEEAAAA&oh=00_AfD4yTqgffXSdg2KMmrXf_X1aUzY7zg6Et_70XhCYFL_lw&oe=6445FA6D,https://www.facebook.com/permalink.php?id=926011594215556&story_fbid=2301142946702407,Will we take part in these L&D programmes if we get accepted?,17,,14,1,2,0,1682,1518
926011594215556_2301964786620223,2022-05-26,12:55:00,photo,"Meet the EXPLORERs 👩‍🚀
Zintle is one of our head data science teachers. Do you have any questions for her?

Let us know in the comments 💬 

#EXPLOREDataScience #EXPLOREteam #Teacher #DataScience #TechTeacher",https://www.facebook.com/explore.ai.academy/photos/a.1107078529442194/2301964786620223/?type=3,Timeline photos,https://scontent-lhr8-2.xx.fbcdn.net/v/t39.30808-6/284147164_2301964783286890_1002707923063230684_n.png?stp=dst-png_p130x130&_nc_cat=105&ccb=1-7&_nc_sid=9267fe&_nc_eui2=AeFgRBUhLhG7HM2PQeND_8JvgR-zMADzYnyBH7MwAPNifFegmLOVjQmZhGg0dAUPlIQ&_nc_ohc=Rwi7m4ujbXkAX91R4mz&_nc_ht=scontent-lhr8-2.xx&edm=AKIiGfEEAAAA&oh=00_AfBk3RZnosox_w77NR85CEtsMl9l_xgA4ACNLBTOmwZX7g&oe=644559AD,https://scontent-lhr8-2.xx.fbcdn.net/v/t39.30808-6/284147164_2301964783286890_1002707923063230684_n.png?stp=dst-png_p720x720&_nc_cat=105&ccb=1-7&_nc_sid=9267fe&_nc_eui2=AeFgRBUhLhG7HM2PQeND_8JvgR-zMADzYnyBH7MwAPNifFegmLOVjQmZhGg0dAUPlIQ&_nc_ohc=Rwi7m4ujbXkAX91R4mz&_nc_ht=scontent-lhr8-2.xx&edm=AKIiGfEEAAAA&oh=00_AfCndTfXLFc-r_cNaUp0GRtJv3T9Odwb_txFE5WBFa-rsQ&oe=644559AD,https://www.facebook.com/permalink.php?id=926011594215556&story_fbid=2301964786620223,"Hi Zintle
Im done with the 2 assessment im left with the logic thinking but i got a  email that said you guys take people from 18 to 34 for the sponsored program. That time im older than the 34",26,2,16,,17,1,1430,1299
926011594215556_2301964786620223,2022-05-26,12:55:00,photo,"Meet the EXPLORERs 👩‍🚀
Zintle is one of our head data science teachers. Do you have any questions for her?

Let us know in the comments 💬 

#EXPLOREDataScience #EXPLOREteam #Teacher #DataScience #TechTeacher",https://www.facebook.com/explore.ai.academy/photos/a.1107078529442194/2301964786620223/?type=3,Timeline photos,https://scontent-lhr8-2.xx.fbcdn.net/v/t39.30808-6/284147164_2301964783286890_1002707923063230684_n.png?stp=dst-png_p130x130&_nc_cat=105&ccb=1-7&_nc_sid=9267fe&_nc_eui2=AeFgRBUhLhG7HM2PQeND_8JvgR-zMADzYnyBH7MwAPNifFegmLOVjQmZhGg0dAUPlIQ&_nc_ohc=Rwi7m4ujbXkAX91R4mz&_nc_ht=scontent-lhr8-2.xx&edm=AKIiGfEEAAAA&oh=00_AfBk3RZnosox_w77NR85CEtsMl9l_xgA4ACNLBTOmwZX7g&oe=644559AD,https://scontent-lhr8-2.xx.fbcdn.net/v/t39.30808-6/284147164_2301964783286890_1002707923063230684_n.png?stp=dst-png_p720x720&_nc_cat=105&ccb=1-7&_nc_sid=9267fe&_nc_eui2=AeFgRBUhLhG7HM2PQeND_8JvgR-zMADzYnyBH7MwAPNifFegmLOVjQmZhGg0dAUPlIQ&_nc_ohc=Rwi7m4ujbXkAX91R4mz&_nc_ht=scontent-lhr8-2.xx&edm=AKIiGfEEAAAA&oh=00_AfCndTfXLFc-r_cNaUp0GRtJv3T9Odwb_txFE5WBFa-rsQ&oe=644559AD,https://www.facebook.com/permalink.php?id=926011594215556&story_fbid=2301964786620223,"Hi Zintle, I will like to know you Career ambition, say in 5years tine",26,2,16,,17,1,1430,1299
926011594215556_2301964786620223,2022-05-26,12:55:00,photo,"Meet the EXPLORERs 👩‍🚀
Zintle is one of our head data science teachers. Do you have any questions for her?

Let us know in the comments 💬 

#EXPLOREDataScience #EXPLOREteam #Teacher #DataScience #TechTeacher",https://www.facebook.com/explore.ai.academy/photos/a.1107078529442194/2301964786620223/?type=3,Timeline photos,https://scontent-lhr8-2.xx.fbcdn.net/v/t39.30808-6/284147164_2301964783286890_1002707923063230684_n.png?stp=dst-png_p130x130&_nc_cat=105&ccb=1-7&_nc_sid=9267fe&_nc_eui2=AeFgRBUhLhG7HM2PQeND_8JvgR-zMADzYnyBH7MwAPNifFegmLOVjQmZhGg0dAUPlIQ&_nc_ohc=Rwi7m4ujbXkAX91R4mz&_nc_ht=scontent-lhr8-2.xx&edm=AKIiGfEEAAAA&oh=00_AfBk3RZnosox_w77NR85CEtsMl9l_xgA4ACNLBTOmwZX7g&oe=644559AD,https://scontent-lhr8-2.xx.fbcdn.net/v/t39.30808-6/284147164_2301964783286890_1002707923063230684_n.png?stp=dst-png_p720x720&_nc_cat=105&ccb=1-7&_nc_sid=9267fe&_nc_eui2=AeFgRBUhLhG7HM2PQeND_8JvgR-zMADzYnyBH7MwAPNifFegmLOVjQmZhGg0dAUPlIQ&_nc_ohc=Rwi7m4ujbXkAX91R4mz&_nc_ht=scontent-lhr8-2.xx&edm=AKIiGfEEAAAA&oh=00_AfCndTfXLFc-r_cNaUp0GRtJv3T9Odwb_txFE5WBFa-rsQ&oe=644559AD,https://www.facebook.com/permalink.php?id=926011594215556&story_fbid=2301964786620223,"Hi Zintle, What should one do to be successful in the data science course? How would you define a good student?",26,2,16,,17,1,1430,1299
926011594215556_2301964786620223,2022-05-26,12:55:00,photo,"Meet the EXPLORERs 👩‍🚀
Zintle is one of our head data science teachers. Do you have any questions for her?

Let us know in the comments 💬 

#EXPLOREDataScience #EXPLOREteam #Teacher #DataScience #TechTeacher",https://www.facebook.com/explore.ai.academy/photos/a.1107078529442194/2301964786620223/?type=3,Timeline photos,https://scontent-lhr8-2.xx.fbcdn.net/v/t39.30808-6/284147164_2301964783286890_1002707923063230684_n.png?stp=dst-png_p130x130&_nc_cat=105&ccb=1-7&_nc_sid=9267fe&_nc_eui2=AeFgRBUhLhG7HM2PQeND_8JvgR-zMADzYnyBH7MwAPNifFegmLOVjQmZhGg0dAUPlIQ&_nc_ohc=Rwi7m4ujbXkAX91R4mz&_nc_ht=scontent-lhr8-2.xx&edm=AKIiGfEEAAAA&oh=00_AfBk3RZnosox_w77NR85CEtsMl9l_xgA4ACNLBTOmwZX7g&oe=644559AD,https://scontent-lhr8-2.xx.fbcdn.net/v/t39.30808-6/284147164_2301964783286890_1002707923063230684_n.png?stp=dst-png_p720x720&_nc_cat=105&ccb=1-7&_nc_sid=9267fe&_nc_eui2=AeFgRBUhLhG7HM2PQeND_8JvgR-zMADzYnyBH7MwAPNifFegmLOVjQmZhGg0dAUPlIQ&_nc_ohc=Rwi7m4ujbXkAX91R4mz&_nc_ht=scontent-lhr8-2.xx&edm=AKIiGfEEAAAA&oh=00_AfCndTfXLFc-r_cNaUp0GRtJv3T9Odwb_txFE5WBFa-rsQ&oe=644559AD,https://www.facebook.com/permalink.php?id=926011594215556&story_fbid=2301964786620223,Hi at Zintle how was the transition from doing the Natural sciences heading to Data science.,26,2,16,,17,1,1430,1299
926011594215556_2301964786620223,2022-05-26,12:55:00,photo,"Meet the EXPLORERs 👩‍🚀
Zintle is one of our head data science teachers. Do you have any questions for her?

Let us know in the comments 💬 

#EXPLOREDataScience #EXPLOREteam #Teacher #DataScience #TechTeacher",https://www.facebook.com/explore.ai.academy/photos/a.1107078529442194/2301964786620223/?type=3,Timeline photos,https://scontent-lhr8-2.xx.fbcdn.net/v/t39.30808-6/284147164_2301964783286890_1002707923063230684_n.png?stp=dst-png_p130x130&_nc_cat=105&ccb=1-7&_nc_sid=9267fe&_nc_eui2=AeFgRBUhLhG7HM2PQeND_8JvgR-zMADzYnyBH7MwAPNifFegmLOVjQmZhGg0dAUPlIQ&_nc_ohc=Rwi7m4ujbXkAX91R4mz&_nc_ht=scontent-lhr8-2.xx&edm=AKIiGfEEAAAA&oh=00_AfBk3RZnosox_w77NR85CEtsMl9l_xgA4ACNLBTOmwZX7g&oe=644559AD,https://scontent-lhr8-2.xx.fbcdn.net/v/t39.30808-6/284147164_2301964783286890_1002707923063230684_n.png?stp=dst-png_p720x720&_nc_cat=105&ccb=1-7&_nc_sid=9267fe&_nc_eui2=AeFgRBUhLhG7HM2PQeND_8JvgR-zMADzYnyBH7MwAPNifFegmLOVjQmZhGg0dAUPlIQ&_nc_ohc=Rwi7m4ujbXkAX91R4mz&_nc_ht=scontent-lhr8-2.xx&edm=AKIiGfEEAAAA&oh=00_AfCndTfXLFc-r_cNaUp0GRtJv3T9Odwb_txFE5WBFa-rsQ&oe=644559AD,https://www.facebook.com/permalink.php?id=926011594215556&story_fbid=2301964786620223,"How do I prepare thoroughly for the numerical assessment on the data science with explorer, please help",26,2,16,,17,1,1430,1299
926011594215556_2301964786620223,2022-05-26,12:55:00,photo,"Meet the EXPLORERs 👩‍🚀
Zintle is one of our head data science teachers. Do you have any questions for her?

Let us know in the comments 💬 

#EXPLOREDataScience #EXPLOREteam #Teacher #DataScience #TechTeacher",https://www.facebook.com/explore.ai.academy/photos/a.1107078529442194/2301964786620223/?type=3,Timeline photos,https://scontent-lhr8-2.xx.fbcdn.net/v/t39.30808-6/284147164_2301964783286890_1002707923063230684_n.png?stp=dst-png_p130x130&_nc_cat=105&ccb=1-7&_nc_sid=9267fe&_nc_eui2=AeFgRBUhLhG7HM2PQeND_8JvgR-zMADzYnyBH7MwAPNifFegmLOVjQmZhGg0dAUPlIQ&_nc_ohc=Rwi7m4ujbXkAX91R4mz&_nc_ht=scontent-lhr8-2.xx&edm=AKIiGfEEAAAA&oh=00_AfBk3RZnosox_w77NR85CEtsMl9l_xgA4ACNLBTOmwZX7g&oe=644559AD,https://scontent-lhr8-2.xx.fbcdn.net/v/t39.30808-6/284147164_2301964783286890_1002707923063230684_n.png?stp=dst-png_p720x720&_nc_cat=105&ccb=1-7&_nc_sid=9267fe&_nc_eui2=AeFgRBUhLhG7HM2PQeND_8JvgR-zMADzYnyBH7MwAPNifFegmLOVjQmZhGg0dAUPlIQ&_nc_ohc=Rwi7m4ujbXkAX91R4mz&_nc_ht=scontent-lhr8-2.xx&edm=AKIiGfEEAAAA&oh=00_AfCndTfXLFc-r_cNaUp0GRtJv3T9Odwb_txFE5WBFa-rsQ&oe=644559AD,https://www.facebook.com/permalink.php?id=926011594215556&story_fbid=2301964786620223,"I’m interested but I help with preparing for the assessment please help 
Thank you",26,2,16,,17,1,1430,1299
926011594215556_2301964786620223,2022-05-26,12:55:00,photo,"Meet the EXPLORERs 👩‍🚀
Zintle is one of our head data science teachers. Do you have any questions for her?

Let us know in the comments 💬 

#EXPLOREDataScience #EXPLOREteam #Teacher #DataScience #TechTeacher",https://www.facebook.com/explore.ai.academy/photos/a.1107078529442194/2301964786620223/?type=3,Timeline photos,https://scontent-lhr8-2.xx.fbcdn.net/v/t39.30808-6/284147164_2301964783286890_1002707923063230684_n.png?stp=dst-png_p130x130&_nc_cat=105&ccb=1-7&_nc_sid=9267fe&_nc_eui2=AeFgRBUhLhG7HM2PQeND_8JvgR-zMADzYnyBH7MwAPNifFegmLOVjQmZhGg0dAUPlIQ&_nc_ohc=Rwi7m4ujbXkAX91R4mz&_nc_ht=scontent-lhr8-2.xx&edm=AKIiGfEEAAAA&oh=00_AfBk3RZnosox_w77NR85CEtsMl9l_xgA4ACNLBTOmwZX7g&oe=644559AD,https://scontent-lhr8-2.xx.fbcdn.net/v/t39.30808-6/284147164_2301964783286890_1002707923063230684_n.png?stp=dst-png_p720x720&_nc_cat=105&ccb=1-7&_nc_sid=9267fe&_nc_eui2=AeFgRBUhLhG7HM2PQeND_8JvgR-zMADzYnyBH7MwAPNifFegmLOVjQmZhGg0dAUPlIQ&_nc_ohc=Rwi7m4ujbXkAX91R4mz&_nc_ht=scontent-lhr8-2.xx&edm=AKIiGfEEAAAA&oh=00_AfCndTfXLFc-r_cNaUp0GRtJv3T9Odwb_txFE5WBFa-rsQ&oe=644559AD,https://www.facebook.com/permalink.php?id=926011594215556&story_fbid=2301964786620223,What are the requirements for this course? is the degree compulsory?,26,2,16,,17,1,1430,1299
926011594215556_2302942586522443,2022-05-27,15:04:01,photo,"We all know the benefits of resource sharing, not only at work but also amongst friends. Tell us what your favourite resources are for learning data science 💬 

#EXPLOREDataScience #DataScience #Learning #Elearning #Upskill #TechSkills #ResourceSharing",https://www.facebook.com/explore.ai.academy/photos/a.1107078529442194/2302942586522443/?type=3,Timeline photos,https://scontent-lhr8-1.xx.fbcdn.net/v/t39.30808-6/284113104_2302942583189110_9085576776078989021_n.png?stp=dst-png_p130x130&_nc_cat=106&ccb=1-7&_nc_sid=9267fe&_nc_eui2=AeHqMdO6gldDkmdKcoUoAisZPLDVN64UVpY8sNU3rhRWlvGGuxXztlvyXzAXf70jLfY&_nc_ohc=vJbwQYnZV8kAX_ShpPR&_nc_ht=scontent-lhr8-1.xx&edm=AKIiGfEEAAAA&oh=00_AfDgEfg4hjDu1fw9NqNGMP3iGK6HfV5BYzMBoFy1zbUXgA&oe=64456FBB,https://scontent-lhr8-1.xx.fbcdn.net/v/t39.30808-6/284113104_2302942583189110_9085576776078989021_n.png?stp=dst-png_p720x720&_nc_cat=106&ccb=1-7&_nc_sid=9267fe&_nc_eui2=AeHqMdO6gldDkmdKcoUoAisZPLDVN64UVpY8sNU3rhRWlvGGuxXztlvyXzAXf70jLfY&_nc_ohc=vJbwQYnZV8kAX_ShpPR&_nc_ht=scontent-lhr8-1.xx&edm=AKIiGfEEAAAA&oh=00_AfA4NEx_kqbtg2uXWUAUMs9A_9vEFV0s-Dij8HELAPTqCw&oe=64456FBB,https://www.facebook.com/permalink.php?id=926011594215556&story_fbid=2302942586522443,Data Camp,10,,9,1,2,0,857,753
926011594215556_2302942586522443,2022-05-27,15:04:01,photo,"We all know the benefits of resource sharing, not only at work but also amongst friends. Tell us what your favourite resources are for learning data science 💬 

#EXPLOREDataScience #DataScience #Learning #Elearning #Upskill #TechSkills #ResourceSharing",https://www.facebook.com/explore.ai.academy/photos/a.1107078529442194/2302942586522443/?type=3,Timeline photos,https://scontent-lhr8-1.xx.fbcdn.net/v/t39.30808-6/284113104_2302942583189110_9085576776078989021_n.png?stp=dst-png_p130x130&_nc_cat=106&ccb=1-7&_nc_sid=9267fe&_nc_eui2=AeHqMdO6gldDkmdKcoUoAisZPLDVN64UVpY8sNU3rhRWlvGGuxXztlvyXzAXf70jLfY&_nc_ohc=vJbwQYnZV8kAX_ShpPR&_nc_ht=scontent-lhr8-1.xx&edm=AKIiGfEEAAAA&oh=00_AfDgEfg4hjDu1fw9NqNGMP3iGK6HfV5BYzMBoFy1zbUXgA&oe=64456FBB,https://scontent-lhr8-1.xx.fbcdn.net/v/t39.30808-6/284113104_2302942583189110_9085576776078989021_n.png?stp=dst-png_p720x720&_nc_cat=106&ccb=1-7&_nc_sid=9267fe&_nc_eui2=AeHqMdO6gldDkmdKcoUoAisZPLDVN64UVpY8sNU3rhRWlvGGuxXztlvyXzAXf70jLfY&_nc_ohc=vJbwQYnZV8kAX_ShpPR&_nc_ht=scontent-lhr8-1.xx&edm=AKIiGfEEAAAA&oh=00_AfA4NEx_kqbtg2uXWUAUMs9A_9vEFV0s-Dij8HELAPTqCw&oe=64456FBB,https://www.facebook.com/permalink.php?id=926011594215556&story_fbid=2302942586522443,"DataCamp, youtube",10,,9,1,2,0,857,753
926011594215556_2305378156278886,2022-05-30,11:46:00,photo,"What skills and tools do you need to be a data analyst? 
Comment and let us know if you can think of any other.

#ExploreDataScience #DataScience #Skills #UpSkill #TechSkills #Tools #Mathematics #Programming #Statistics #ProblemSolving #4IR",https://www.facebook.com/explore.ai.academy/photos/a.1107078529442194/2305378156278886/?type=3,Timeline photos,https://scontent-lhr8-1.xx.fbcdn.net/v/t39.30808-6/284137695_2305378152945553_2512373422308329466_n.png?stp=dst-png_p130x130&_nc_cat=109&ccb=1-7&_nc_sid=9267fe&_nc_eui2=AeEdfJjM4EGllQEeNtb6SZNwQBpZkDpVU4tAGlmQOlVTi2JQqyd1i8JjdjJ-gDDRd2U&_nc_ohc=ZR2W_y_SQV8AX86X5WK&_nc_ht=scontent-lhr8-1.xx&edm=AKIiGfEEAAAA&oh=00_AfCY1Jf-eGrENEvwGaAW6snlukqfwYKv02k6_6V7ex2zqA&oe=644646C1,https://scontent-lhr8-1.xx.fbcdn.net/v/t39.30808-6/284137695_2305378152945553_2512373422308329466_n.png?stp=dst-png_p720x720&_nc_cat=109&ccb=1-7&_nc_sid=9267fe&_nc_eui2=AeEdfJjM4EGllQEeNtb6SZNwQBpZkDpVU4tAGlmQOlVTi2JQqyd1i8JjdjJ-gDDRd2U&_nc_ohc=ZR2W_y_SQV8AX86X5WK&_nc_ht=scontent-lhr8-1.xx&edm=AKIiGfEEAAAA&oh=00_AfDXTGZ1N9XegMUjbLxVdWrTPWmOGt_8qYfndbJf_8c58A&oe=644646C1,https://www.facebook.com/permalink.php?id=926011594215556&story_fbid=2305378156278886,,9,,8,,0,0,790,696
926011594215556_2306388036177898,2022-05-31,16:45:03,photo,"Python is the programming language of choice at EXPLORE 💻 
Here is an easy function to test your skills. 
If x = 9, what is the value of y? 
Let us know in the comments 💬 

#ExploreDataScience #DataScience #Programming #ProgrammingSkills #Python #ProblemSolving",https://www.facebook.com/explore.ai.academy/photos/a.1107078529442194/2306388036177898/?type=3,Timeline photos,https://scontent-lhr8-1.xx.fbcdn.net/v/t39.30808-6/284794854_2306388032844565_4923195787909463093_n.png?stp=dst-png_p130x130&_nc_cat=110&ccb=1-7&_nc_sid=9267fe&_nc_eui2=AeExp9HpCpSRdjCshZzPwCS6fM0izcOfW_V8zSLNw59b9YXWhB-XLppXRCW1Bj2w7Fo&_nc_ohc=V-k-Ids8I0oAX9Qeyxw&_nc_ht=scontent-lhr8-1.xx&edm=AKIiGfEEAAAA&oh=00_AfCR3n3WwtNF7mIe2yB7VXzTZFiuqybstnTA0wcTpxmNJA&oe=64450434,https://scontent-lhr8-1.xx.fbcdn.net/v/t39.30808-6/284794854_2306388032844565_4923195787909463093_n.png?stp=dst-png_p720x720&_nc_cat=110&ccb=1-7&_nc_sid=9267fe&_nc_eui2=AeExp9HpCpSRdjCshZzPwCS6fM0izcOfW_V8zSLNw59b9YXWhB-XLppXRCW1Bj2w7Fo&_nc_ohc=V-k-Ids8I0oAX9Qeyxw&_nc_ht=scontent-lhr8-1.xx&edm=AKIiGfEEAAAA&oh=00_AfAvFZdPJIAjlJyzyd3UEH7RzL96YOc-Nqo54xWR4c0K_g&oe=64450434,https://www.facebook.com/permalink.php?id=926011594215556&story_fbid=2306388036177898,"1.When we pass x=9, y become 18(9*2)

2. If statement executes 7 as y%3 ==0, meaning y is now 7

3.Y is then incremented by 5

4. Then our answers is 7+5 =12",9,,7,1,5,1,1233,1140
926011594215556_2306388036177898,2022-05-31,16:45:03,photo,"Python is the programming language of choice at EXPLORE 💻 
Here is an easy function to test your skills. 
If x = 9, what is the value of y? 
Let us know in the comments 💬 

#ExploreDataScience #DataScience #Programming #ProgrammingSkills #Python #ProblemSolving",https://www.facebook.com/explore.ai.academy/photos/a.1107078529442194/2306388036177898/?type=3,Timeline photos,https://scontent-lhr8-1.xx.fbcdn.net/v/t39.30808-6/284794854_2306388032844565_4923195787909463093_n.png?stp=dst-png_p130x130&_nc_cat=110&ccb=1-7&_nc_sid=9267fe&_nc_eui2=AeExp9HpCpSRdjCshZzPwCS6fM0izcOfW_V8zSLNw59b9YXWhB-XLppXRCW1Bj2w7Fo&_nc_ohc=V-k-Ids8I0oAX9Qeyxw&_nc_ht=scontent-lhr8-1.xx&edm=AKIiGfEEAAAA&oh=00_AfCR3n3WwtNF7mIe2yB7VXzTZFiuqybstnTA0wcTpxmNJA&oe=64450434,https://scontent-lhr8-1.xx.fbcdn.net/v/t39.30808-6/284794854_2306388032844565_4923195787909463093_n.png?stp=dst-png_p720x720&_nc_cat=110&ccb=1-7&_nc_sid=9267fe&_nc_eui2=AeExp9HpCpSRdjCshZzPwCS6fM0izcOfW_V8zSLNw59b9YXWhB-XLppXRCW1Bj2w7Fo&_nc_ohc=V-k-Ids8I0oAX9Qeyxw&_nc_ht=scontent-lhr8-1.xx&edm=AKIiGfEEAAAA&oh=00_AfAvFZdPJIAjlJyzyd3UEH7RzL96YOc-Nqo54xWR4c0K_g&oe=64450434,https://www.facebook.com/permalink.php?id=926011594215556&story_fbid=2306388036177898,12,27,,21,3,15,3,3699,3420
926011594215556_2306388036177898,2022-05-31,16:45:03,photo,"Python is the programming language of choice at EXPLORE 💻 
Here is an easy function to test your skills. 
If x = 9, what is the value of y? 
Let us know in the comments 💬 

#ExploreDataScience #DataScience #Programming #ProgrammingSkills #Python #ProblemSolving",https://www.facebook.com/explore.ai.academy/photos/a.1107078529442194/2306388036177898/?type=3,Timeline photos,https://scontent-lhr8-1.xx.fbcdn.net/v/t39.30808-6/284794854_2306388032844565_4923195787909463093_n.png?stp=dst-png_p130x130&_nc_cat=110&ccb=1-7&_nc_sid=9267fe&_nc_eui2=AeExp9HpCpSRdjCshZzPwCS6fM0izcOfW_V8zSLNw59b9YXWhB-XLppXRCW1Bj2w7Fo&_nc_ohc=V-k-Ids8I0oAX9Qeyxw&_nc_ht=scontent-lhr8-1.xx&edm=AKIiGfEEAAAA&oh=00_AfCR3n3WwtNF7mIe2yB7VXzTZFiuqybstnTA0wcTpxmNJA&oe=64450434,https://scontent-lhr8-1.xx.fbcdn.net/v/t39.30808-6/284794854_2306388032844565_4923195787909463093_n.png?stp=dst-png_p720x720&_nc_cat=110&ccb=1-7&_nc_sid=9267fe&_nc_eui2=AeExp9HpCpSRdjCshZzPwCS6fM0izcOfW_V8zSLNw59b9YXWhB-XLppXRCW1Bj2w7Fo&_nc_ohc=V-k-Ids8I0oAX9Qeyxw&_nc_ht=scontent-lhr8-1.xx&edm=AKIiGfEEAAAA&oh=00_AfAvFZdPJIAjlJyzyd3UEH7RzL96YOc-Nqo54xWR4c0K_g&oe=64450434,https://www.facebook.com/permalink.php?id=926011594215556&story_fbid=2306388036177898,y = 12,9,,7,1,5,1,1233,1140
926011594215556_2307253872757981,2022-06-01,16:07:04,album,"Machine Learning (ML) and all of its subsets and paradigms are increasingly becoming part of our daily lives.

Tell us how ML has influenced your life recently.

#ExploreDataScience #DataAnalytics #DataScience #DataEngineering #ML #MachineLearning #UpSkill #Elearning #4IR",https://www.facebook.com/926011594215556/posts/2307253872757981/,Photos from Explore AI Academy's post,https://scontent-lhr8-2.xx.fbcdn.net/v/t39.30808-6/284961421_2307253799424655_7608590907399944406_n.png?stp=dst-png_p130x130&_nc_cat=101&ccb=1-7&_nc_sid=730e14&_nc_eui2=AeFL5xXhuS7UTRCfgAIJoGshPdmiImrQ6zs92aIiatDrO9FB7vxy4H1l2jjZvQaADgI&_nc_ohc=A7EqkTmHLyMAX-wlqeH&_nc_ht=scontent-lhr8-2.xx&edm=AKIiGfEEAAAA&oh=00_AfA_Y76tI3mqonPr8z4piL3Ys2RFYlYcQa1bX4-AVOgIoQ&oe=6444BE83,https://scontent-lhr8-2.xx.fbcdn.net/v/t39.30808-6/284961421_2307253799424655_7608590907399944406_n.png?stp=dst-png_p720x720&_nc_cat=101&ccb=1-7&_nc_sid=730e14&_nc_eui2=AeFL5xXhuS7UTRCfgAIJoGshPdmiImrQ6zs92aIiatDrO9FB7vxy4H1l2jjZvQaADgI&_nc_ohc=A7EqkTmHLyMAX-wlqeH&_nc_ht=scontent-lhr8-2.xx&edm=AKIiGfEEAAAA&oh=00_AfB7L-NofCmjlZNDRVMdc3Tk8FRi1Ix0gPDj6Z8HNppreA&oe=6444BE83,https://www.facebook.com/permalink.php?id=926011594215556&story_fbid=2307253872757981,Explore Data Science Academy is the place to be,10,,9,2,1,0,952,847
926011594215556_2307928532690515,2022-06-02,12:47:00,photo,"Regression is a fundamental data exploration and prediction model of data science and machine learning. We can use regression to explain the relationship between two or more variables and predict the values of one variable based on other variables.

Remember, you can solve many complex problems by regression!

#ExploreDataScience #DataAnalytics #DataScience #DataEngineering #ML #MachineLearning #Regression #UpSkill #Elearning #4IR",https://www.facebook.com/explore.ai.academy/photos/a.1107078529442194/2307928532690515/?type=3,Timeline photos,https://scontent-lhr8-1.xx.fbcdn.net/v/t39.30808-6/284556014_2307928529357182_48241438136378117_n.png?stp=dst-png_p130x130&_nc_cat=111&ccb=1-7&_nc_sid=9267fe&_nc_eui2=AeHBf6b7JX6z5eTLjBKBbNi2AKza7ZSy27QArNrtlLLbtCXAuk4IHa-2KZB-n7Grjc8&_nc_ohc=wEphE2ZEkXcAX8PiBW8&_nc_oc=AQlZvPC-khnJLHI90usMGO3Ncrilk0BRxcZLiIkiB_RT3w5xUbpqPbIUk9XEcIlp5eU&_nc_ht=scontent-lhr8-1.xx&edm=AKIiGfEEAAAA&oh=00_AfBKP4kNmMFiOaxo-ap2-xkG1Bb8luoN5rYE-qBXLA4a5g&oe=64461E66,https://scontent-lhr8-1.xx.fbcdn.net/v/t39.30808-6/284556014_2307928529357182_48241438136378117_n.png?stp=dst-png_p720x720&_nc_cat=111&ccb=1-7&_nc_sid=9267fe&_nc_eui2=AeHBf6b7JX6z5eTLjBKBbNi2AKza7ZSy27QArNrtlLLbtCXAuk4IHa-2KZB-n7Grjc8&_nc_ohc=wEphE2ZEkXcAX8PiBW8&_nc_oc=AQlZvPC-khnJLHI90usMGO3Ncrilk0BRxcZLiIkiB_RT3w5xUbpqPbIUk9XEcIlp5eU&_nc_ht=scontent-lhr8-1.xx&edm=AKIiGfEEAAAA&oh=00_AfDcCt-I5tCP_OiMAj7UKJIAGXGUgOoyfY0hNhPlM4Svqw&oe=64461E66,https://www.facebook.com/permalink.php?id=926011594215556&story_fbid=2307928532690515,,18,,12,2,0,0,996,883
